Kimlik_No,Ad,Soyad,Cinsiyet,Yaş,Email,Telefon,Şehir,İlçe,Rol_Kategorisi,Rol,Kıdem,Ünvan,Deneyim_Yıl,Eğitim_Seviyesi,Eğitim_Alanı,Mezuniyet_Yılı,Doğum_Yılı,İşe_Başlama_Tarihi,Maaş_TL,Şirket,Şirket_Büyüklüğü,Sektör,Çalışma_Şekli,Uzaktan_Çalışma_Oranı,Kullandığı_Teknolojiler,Ana_Programlama_Dili,İngilizce_Seviyesi,Diğer_Diller,Sertifikalar,LinkedIn_Profili,GitHub_Profili,Toplam_Proje_Sayısı,Teknik_Beceri_Puanı,Soft_Skill_Puanı,Yıllık_İzin_Gün,Son_Terfi_Tarihi
4865,Yağın,Akçay,Erkek,41,yakcay@gmail.com,0184-293 2645,İstanbul,Maltepe,QA ve Test,QA Mühendisi,Jr.,Jr. QA Mühendisi,1.8,Sertifika Programı,Bilgisayar Teknolojileri,2007,1984,2024-04-19,20106,ALTINAY Robot,Orta (51-200),Savunma Sanayi,Tam Zamanlı,0,"F#, Elixir, Objective-C, Mockito, Appium, Playwright, WireMock, Ansible, Kubernetes",F#,İleri,"Türkçe (Anadil), İspanyolca (Başlangıç)",Microsoft Certified: Data Analyst Associate,,,7,48,50,15,
4866,Mutluhan,Türk,Erkek,37,mturk@gmail.com,+90 (773) 3701065,Adana,Cumhuriyet,Yazılım Geliştirme,Gömülü Yazılım Geliştirici,Sr.,Sr. Gömülü Yazılım Geliştirici,6.3,Lisans,Bilgisayar Programcılığı,2010,1988,2021-01-07,31028,Softtech,Büyük (201-1000),Danışmanlık,Tam Zamanlı,0,"Ruby, Perl, Angular, JavaScript, Play Framework, Deno, Flask, Spring Boot, Firebase, PostgreSQL, MySQL",JavaScript,İleri Düzey,Türkçe (Anadil),"Oracle Certified Professional, Java EE Developer, Node.js Application Developer, Oracle Certified Professional, Java SE Programmer, MongoDB Certified Developer",linkedin.com/in/mutluhan-turk-527,github.com/turkm,23,82,55,20,2021-04-13
4867,Danış,Gülen,Erkek,28,danis_gulen@hotmail.com,+90(549)7127931,İstanbul,Maltepe,QA ve Test,Performans Test Uzmanı,Stajyer,Stajyer Performans Test Uzmanı,0.0,Lisans,Fizik,2019,1997,2025-10-04,9187,Veripark,Büyük (201-1000),Finans/Bankacılık,Yarı Zamanlı,0,"Ruby, Haskell, MATLAB, xUnit, Mockito, ArgoCD, Kubernetes, Jenkins, Terraform",Ruby,İleri,Türkçe (Anadil),,linkedin.com/in/danis-gulen-773,github.com/gulend,3,40,56,14,
4868,Aydar,Duran,Kadın,41,duran.aydar@yahoo.com,0627 756 99 90,Konya,Merkez,Güvenlik,Siber Güvenlik Uzmanı,Sr.,Sr. Siber Güvenlik Uzmanı,5.4,Yüksek Lisans,Yazılım Mühendisliği,2008,1984,2023-01-11,36709,STM,Kurumsal (1000+),Savunma Sanayi,Tam Zamanlı,0,"C++, Ruby, Elixir, F#, HashiCorp Vault, John the Ripper, Aircrack-ng, Docker, GitLab CI/CD, Jenkins",Ruby,İleri,"Türkçe (Anadil), Japonca (Başlangıç)","Certified Information Systems Security Professional (CISSP), GIAC Security Essentials (GSEC)",linkedin.com/in/aydar-duran-216,,19,79,66,20,2024-10-24
4869,Merdi,Sezer,Erkek,52,msezer@gmail.com,+90(418)6960956,İstanbul,Sarıyer,Yapay Zeka ve Makine Öğrenmesi,Yapay Zeka Araştırmacısı,Stajyer,Stajyer Yapay Zeka Araştırmacısı,0.2,Yüksek Lisans,Yazılım Mühendisliği,1997,1973,2025-06-05,13384,Türk Telekom Teknoloji,Büyük (201-1000),Telekom,Tam Zamanlı,0,"JavaScript, Perl, TensorFlow, Apache Kafka, Couchbase, DynamoDB, Firestore, SQL Server",JavaScript,İleri,Türkçe (Anadil),,linkedin.com/in/merdi-sezer-620,,3,39,47,14,
4870,Koşukhan,Bilge,Erkek,48,kosukhan.bilge@gmail.com,+90 (182) 8921075,Bursa,Yıldırım,Destek ve Operasyon,Altyapı Teknisyeni,Sr.,Sr. Altyapı Teknisyeni,6.2,Önlisans,Yazılım Mühendisliği,1997,1977,2024-03-14,31570,Enpara Teknoloji,Startup (1-10),Yazılım,Freelance,100,"VBA, Java, Firebase, ElasticSearch, PostgreSQL, Puppet, Sentry",VBA,İleri Düzey,Türkçe (Anadil),,,,19,75,64,20,2024-08-25
4871,Turcein,Şafak,Kadın,45,safak.turcein@yahoo.com,0358-309 7533,İstanbul,Kadıköy,Tasarım ve Kullanıcı Deneyimi,Grafik Tasarımcı,Mid.,Mid. Grafik Tasarımcı,2.0,Lisans,Yazılım Mühendisliği,2002,1980,2025-04-22,25365,Accenture Türkiye,Kurumsal (1000+),Danışmanlık,Sözleşmeli,0,"Framer, Axure RP, Figma, Marvel, Bootstrap, Angular, Vue.js",,İleri,Türkçe (Anadil),"Figma Certification, Google UX Design Certificate",linkedin.com/in/turcein-safak-751,github.com/tsafak,5,56,52,16,2024-11-23
4872,Nurhayet,Akar,Kadın,46,nakar@gmail.com,+90 (492) 8969186,İstanbul,Maltepe,Veri,Veri Analisti,Lead,Lead Veri Analisti,8.9,Önlisans,Endüstri Mühendisliği,1999,1979,2025-05-10,61466,Obilet Technology,Küçük (11-50),E-Ticaret,Tam Zamanlı,0,"PHP, Objective-C, Elixir, MATLAB, InfluxDB, Couchbase, ElasticSearch, DynamoDB, Luigi, Databricks, Pandas",PHP,İleri,Türkçe (Anadil),"IBM Data Science Professional Certificate, IBM Data Science Professional Certificate",linkedin.com/in/nurhayet-akar-314,,26,86,68,21,2020-11-14
4873,Dursadiye,Ülker,Kadın,51,dursadiye_ulker@hotmail.com,+90(568)634-5496x422,İstanbul,Beşiktaş,Yönetim ve Liderlik,CTO,Müdür Yardımcısı,Müdür Yardımcısı CTO,10.9,Lise,Bilgisayar Programcılığı,1992,1974,2024-12-28,78031,Bizim Yazılım,Orta (51-200),Yazılım,Tam Zamanlı,0,"Dart, C#, Firebase, CockroachDB, Supabase, Sentry, GitLab CI/CD",C#,İleri,Türkçe (Anadil),Professional Scrum Master (PSM),linkedin.com/in/dursadiye-ulker-711,,28,88,79,22,2022-08-06
4874,Akcivan,Seven,Erkek,40,akcivanseven@gmail.com,0558 300 35 80,İstanbul,Maltepe,Güvenlik,Güvenlik Analisti,Müdür,Müdür Güvenlik Analisti,17.8,Yüksek Lisans,Bilgisayar Mühendisliği,2009,1985,2009-08-20,91265,Softtech,Büyük (201-1000),Yazılım,Tam Zamanlı,0,"Haskell, COBOL, C#, Perl, Aircrack-ng, SonarQube, Sentry, Prometheus, Puppet",Perl,İleri,Türkçe (Anadil),"CompTIA Security+, Palo Alto Networks Certified Cybersecurity Associate (PCCSA)",,github.com/akcivan.seven,35,93,83,26,
4875,Tükelalp,Sezer,Erkek,42,tukelalp.sezer@outlook.com,+90(756)344-9108x8534,İstanbul,Sarıyer,QA ve Test,Test Uzmanı,Stajyer,Stajyer Test Uzmanı,0.5,Lisans,Endüstri Mühendisliği,2005,1983,2025-01-03,10539,Enpara Teknoloji,Startup (1-10),Oyun,Tam Zamanlı,0,"JavaScript, MATLAB, C++, JUnit, Jasmine, PyTest, Selenium, Vault, Kubernetes, Istio, Terraform",MATLAB,İleri Düzey,Türkçe (Anadil),"Oracle Certified Professional, Java SE Programmer",linkedin.com/in/tukelalp-sezer-883,github.com/tukelalpsezer59,2,42,40,14,
4876,Sağcan,Çamurcuoğlu,Erkek,33,scamurcuoglu@gmail.com,+90(319)272-7783x4079,İstanbul,Beyoğlu,QA ve Test,Yazılım Test Mühendisi,Lead,Lead Yazılım Test Mühendisi,9.2,Lise,Bilgisayar Programcılığı,2010,1992,2020-02-08,53725,Paraşüt,Küçük (11-50),E-Ticaret,Tam Zamanlı,0,"Java, Ruby, Mockito, JUnit, PyTest, GitHub Actions, Helm, ELK Stack",Ruby,İleri,Türkçe (Anadil),"Microsoft Certified: Azure Developer, Microsoft Certified: Azure Administrator, AWS Certified DevOps Engineer, Oracle Cloud Infrastructure Architect",linkedin.com/in/sagcan-camurcuoglu-379,,16,92,57,22,
4877,Gülenay,Yaman,Kadın,45,gulenay.yaman@gmail.com,+90(181)671-7711x0340,Ankara,Sincan,Güvenlik,Penetrasyon Test Uzmanı,Lead,Lead Penetrasyon Test Uzmanı,11.5,Lisans,Endüstri Mühendisliği,2002,1980,2023-03-24,51941,Amazon Türkiye,Kurumsal (1000+),Danışmanlık,Hibrit,40,"JavaScript, Clojure, Ruby, R, Snort, Nessus, OpenVAS, SonarQube, Sentry, ArgoCD",Clojure,İleri,Türkçe (Anadil),"CompTIA Security+, CompTIA Security+",linkedin.com/in/gulenay-yaman-734,github.com/gulenay_yaman,16,92,77,23,
4878,Cangür,Yorulmaz,Erkek,27,yorulmaz.cangur@yahoo.com,+90(361)745-7417x918,Adana,Fatih,İş ve Analiz,Sistem Analisti,Mid.,Mid. Sistem Analisti,5.0,Lisans,Diğer,2020,1998,2023-10-10,20615,Bizim Yazılım,Orta (51-200),Danışmanlık,Tam Zamanlı,0,"PHP, Dart, R, Assembly, Supabase, Cassandra, Redis, ElasticSearch, Helm, Vault",Assembly,Orta,Türkçe (Anadil),IBM Certified System Administrator,linkedin.com/in/cangur-yorulmaz-796,,12,72,67,20,2024-06-26
4879,Esenbay,Şener,Erkek,29,esener@gmail.com,+90(000)001-3302x1489,İzmir,Karabağlar,Veri,Veri Tabanı Yöneticisi,Mid.,Mid. Veri Tabanı Yöneticisi,2.4,Lisans,Diğer,2018,1996,2024-04-13,26698,Innova,Orta (51-200),Danışmanlık,Tam Zamanlı,0,"Dart, C#, Rust, ElasticSearch, Couchbase, MariaDB, Apache Beam, MLflow, Ray",Dart,Anadil,Türkçe (Anadil),Cloudera Certified Associate Data Analyst,linkedin.com/in/esenbay-sener-991,github.com/esenbay_sener,12,63,44,16,2025-02-21
4880,Alsoy,Eraslan,Kadın,22,alsoyeraslan@gmail.com,+90(113)9215819,Denizli,Merkez,Güvenlik,Siber Güvenlik Uzmanı,Jr.,Jr. Siber Güvenlik Uzmanı,1.6,Yüksek Lisans,Bilgisayar Mühendisliği,2027,2003,2027-09-11,18550,ROKETSAN Teknoloji,Orta (51-200),Savunma Sanayi,Yarı Zamanlı,0,"MATLAB, TypeScript, Lua, CrowdStrike, HashiCorp Vault, Vault, Docker, Helm, ELK Stack",TypeScript,İleri Düzey,Türkçe (Anadil),,,github.com/aeraslan,4,50,43,15,2024-06-26
4881,Biltaş,Ertaş,Erkek,23,biltas_ertas@hotmail.com,+90(244)376-4561x846,Antalya,Muratpaşa,QA ve Test,Test Uzmanı,Jr.,Jr. Test Uzmanı,1.0,Lisans,Yönetim Bilişim Sistemleri,2024,2002,2025-12-11,17523,Veripark,Orta (51-200),Danışmanlık,Tam Zamanlı,0,"C#, Elixir, TestNG, SoapUI, Grafana, ArgoCD",C#,İleri Düzey,Türkçe (Anadil),Red Hat Certified System Administrator (RHCSA),linkedin.com/in/biltas-ertas-832,,6,50,44,15,
4882,Seha,Durdu,Erkek,24,sdurdu@gmail.com,+90 (583) 3659747,Ankara,Keçiören,Yönetim ve Liderlik,CIO,Jr.,Jr. CIO,1.0,Önlisans,Yazılım Mühendisliği,2021,2001,2025-10-03,25255,Teknasyon,Küçük (11-50),Finans/Bankacılık,Tam Zamanlı,0,"C#, TypeScript, SQLite, Firestore, CockroachDB, ELK Stack, CircleCI, Terraform",TypeScript,İleri Düzey,Türkçe (Anadil),,linkedin.com/in/seha-durdu-788,github.com/sehadurdu,7,51,57,15,
4883,Alaeddin,İhsanoğlu,Erkek,54,alaeddin.i̇hsanoglu@gmail.com,+90 (487) 1929083,Mersin,Merkez,Yapay Zeka ve Makine Öğrenmesi,Yapay Zeka Araştırmacısı,Sr.,Sr. Yapay Zeka Araştırmacısı,7.8,Lise,Bilgisayar Bilimleri,1989,1971,2019-10-08,38073,Ericsson Türkiye,Kurumsal (1000+),Yazılım,Tam Zamanlı,0,"Clojure, R, TypeScript, Python, Hadoop, Pandas, Scikit-learn, Couchbase, ElasticSearch",TypeScript,İleri,Türkçe (Anadil),,linkedin.com/in/alaeddin-i̇hsanoglu-560,github.com/alaeddin_i̇hsanoglu,10,77,59,21,
4884,Dündaralp,Akça,Erkek,34,dundaralpakca@gmail.com,+90(265)619-7896x8126,İstanbul,Üsküdar,DevOps ve Altyapı,Cloud Mühendisi,Lead,Lead Cloud Mühendisi,10.8,Yüksek Lisans,Bilgisayar Mühendisliği,2015,1991,2019-10-13,64230,Intertech,Orta (51-200),Danışmanlık,Sözleşmeli,0,"Java, VBA, Lua, Elixir, CircleCI, ArgoCD, Puppet, ELK Stack, SQLite, InfluxDB, IBM Cloud, Cloudflare",VBA,Anadil,Türkçe (Anadil),Google Professional Cloud DevOps Engineer,linkedin.com/in/dundaralp-akca-274,,31,96,68,22,2021-07-12
4885,Koşukhan,Seven,Erkek,34,kseven@gmail.com,+90 (699) 2770866,İstanbul,Kadıköy,Veri,Veri Mühendisi,Mid.,Mid. Veri Mühendisi,4.0,Lisans,İstatistik,2013,1991,2025-09-28,28783,Havelsan,Kurumsal (1000+),E-Ticaret,Sözleşmeli,0,"COBOL, Dart, Elixir, TypeScript, MySQL, ElasticSearch, MLflow, OpenCV",Elixir,İleri Düzey,Türkçe (Anadil),,,github.com/sevenk,7,60,60,18,2022-12-04
4886,Hürdoğan,Ertaş,Erkek,28,hertas@gmail.com,0865-977 5977,İstanbul,Sarıyer,Güvenlik,SOC Analisti,Stajyer,Stajyer SOC Analisti,0.0,Lisans,Yazılım Mühendisliği,2019,1997,2025-07-01,13168,Akinon,Büyük (201-1000),Finans/Bankacılık,Sözleşmeli,0,"Rust, MATLAB, Aircrack-ng, CrowdStrike, GitLab CI/CD, Terraform, Docker",Rust,İleri Düzey,Türkçe (Anadil),,linkedin.com/in/hurdogan-ertas-919,,2,36,60,14,
4887,Merdi,Güçlü,Erkek,23,merdi.guclu@outlook.com,08007506823,Gaziantep,Cumhuriyet,Yazılım Geliştirme,Web Geliştirici,Stajyer,Stajyer Web Geliştirici,0.4,Lisans,Yazılım Mühendisliği,2024,2002,2025-10-02,8169,Modanisa Tech,Küçük (11-50),Yazılım,Tam Zamanlı,0,"Perl, C++, Objective-C, Ember.js, Babel, Less, Deno, ASP.NET Core, Oracle, InfluxDB, Neo4j, Firebase",Perl,İleri,"Türkçe (Anadil), Almanca (Başlangıç), Japonca (Orta)",,linkedin.com/in/merdi-guclu-128,,3,44,54,14,
4888,Turabi,Gül,Erkek,31,tgul@gmail.com,07339347412,Kocaeli,Gebze,Güvenlik,Siber Güvenlik Uzmanı,Jr.,Jr. Siber Güvenlik Uzmanı,1.0,Lisans,Bilgisayar Mühendisliği,2016,1994,2025-04-12,21785,BiTaksi,Startup (1-10),Oyun,Tam Zamanlı,0,"Go, Dart, Checkmarx, Hydra, Kali Linux, Symantec, Docker, Kubernetes, Istio, Git",Go,İleri,Türkçe (Anadil),"Palo Alto Networks Certified Cybersecurity Associate (PCCSA), GIAC Security Essentials (GSEC)",,,6,55,61,15,
4889,Merdi,Soylu,Erkek,23,merdi_soylu@hotmail.com,+90(865)707-3854x6052,Ankara,Mamak,Güvenlik,Güvenlik Mimarı,Stajyer,Stajyer Güvenlik Mimarı,0.1,Lisans,Yazılım Mühendisliği,2024,2002,2025-06-06,11852,HP Türkiye,Büyük (201-1000),Danışmanlık,Uzaktan,100,"C++, PHP, Lua, John the Ripper, Snort, Burp Suite, TeamCity, Prometheus, Grafana",Lua,İleri,"Türkçe (Anadil), İspanyolca (Başlangıç)",GIAC Security Essentials (GSEC),linkedin.com/in/merdi-soylu-561,,1,38,40,14,
4890,Atalay,Ertaş,Erkek,27,atalayertas@gmail.com,02133058789,Mersin,Atatürk,Tasarım ve Kullanıcı Deneyimi,UX Tasarımcısı,Mid.,Mid. UX Tasarımcısı,3.1,Lisans,Elektrik-Elektronik Mühendisliği,2020,1998,2022-11-15,20716,Turkcell Teknoloji,Kurumsal (1000+),Perakende,Tam Zamanlı,0,"Balsamiq, ProtoPie, InVision, jQuery, Webpack, Less",,İleri Düzey,Türkçe (Anadil),"Interaction Design Foundation UX Certificate, Interaction Design Foundation UX Certificate, Certified Professional in User Experience (CPUX)",linkedin.com/in/atalay-ertas-714,,14,73,62,17,
4891,Fügen,Sezgin,Kadın,37,fsezgin@gmail.com,+90(802)295-5769x3088,İstanbul,Ataşehir,Tasarım ve Kullanıcı Deneyimi,Ürün Tasarımcısı,Sr.,Sr. Ürün Tasarımcısı,6.2,Önlisans,Bilgisayar Mühendisliği,2008,1988,2025-05-27,40379,Arçelik A.Ş.,Büyük (201-1000),Finans/Bankacılık,Tam Zamanlı,20,"Adobe Illustrator, Principle, Axure RP, Angular, Vue.js",,İleri,Türkçe (Anadil),"Certified Professional in User Experience (CPUX), UX Design Institute Professional Diploma, Certified Professional in User Experience (CPUX)",linkedin.com/in/fugen-sezgin-193,,16,82,69,20,2022-09-05
4892,Safet,Bilir,Erkek,22,safet.bilir@outlook.com,+90(079)919-0623x154,Ankara,Çankaya,QA ve Test,Kullanıcı Kabul Testi Uzmanı,Jr.,Jr. Kullanıcı Kabul Testi Uzmanı,1.8,Lisans,Matematik,2025,2003,2025-03-09,19635,ThoughtWorks,Kurumsal (1000+),Yazılım,Sözleşmeli,0,"MATLAB, Perl, PyTest, JMeter, GitLab CI/CD, Puppet, Vault",MATLAB,Orta,Türkçe (Anadil),Certified Data Management Professional (CDMP),linkedin.com/in/safet-bilir-396,github.com/safetbilir87,4,56,50,15,2024-08-25
4893,Ebuakil,Öcalan,Erkek,59,ebuakil_ocalan@hotmail.com,0491-974 7084,İstanbul,Sarıyer,DevOps ve Altyapı,Windows Sistem Uzmanı,Stajyer,Stajyer Windows Sistem Uzmanı,0.3,Yüksek Lisans,Bilgisayar Mühendisliği,1990,1966,2025-07-25,11117,VESTEL Savunma,Orta (51-200),Savunma Sanayi,Tam Zamanlı,0,"C#, VBA, Helm, Prometheus, Jenkins, Ansible, Firebase, InfluxDB, MySQL, Oracle, Cloudflare, Vultr",C#,İleri,Türkçe (Anadil),,linkedin.com/in/ebuakil-ocalan-501,github.com/ebuakil_ocalan,3,41,50,14,
4894,Salkın,Korutürk,Erkek,51,koruturk.salkin@yahoo.com,711 7 249,İstanbul,Levent,Yazılım Geliştirme,Oyun Geliştirici,Sr.,Sr. Oyun Geliştirici,8.0,Lisans,Bilgisayar Mühendisliği,1996,1974,2017-05-09,41146,Tapu.com,Startup (1-10),Finans/Bankacılık,Tam Zamanlı,0,"Ruby, Go, Kotlin, PWA, Sass/SCSS, Vue.js, Material UI, Django, Ruby on Rails, Koa.js, Cassandra, Couchbase",Ruby,İleri,Türkçe (Anadil),,linkedin.com/in/salkin-koruturk-402,github.com/skoruturk,12,75,54,21,2022-11-04
4895,Risalet,Şener,Erkek,50,risalet.sener@outlook.com,(963)436 5094,İzmir,Çiğli,Destek ve Operasyon,IT Operasyon Uzmanı,Lead,Lead IT Operasyon Uzmanı,9.0,Yüksek Lisans,Matematik,1999,1975,2025-10-18,42430,MILSOFT,Büyük (201-1000),Savunma Sanayi,Tam Zamanlı,20,"TypeScript, JavaScript, PostgreSQL, MariaDB, MongoDB, ELK Stack, Docker",TypeScript,İleri,Türkçe (Anadil),"Lean Six Sigma Green Belt/Black Belt, PRINCE2 Foundation/Practitioner, Certified Scrum Product Owner (CSPO)",linkedin.com/in/risalet-sener-776,,18,96,71,22,2022-07-07
4896,Ağmur,Seven,Erkek,42,agmur_seven@hotmail.com,0672 408 96 28,Adana,Merkez,Yazılım Geliştirme,Mobil Uygulama Geliştirici,Jr.,Jr. Mobil Uygulama Geliştirici,0.7,Doktora,Endüstri Mühendisliği,2011,1983,2025-07-20,19128,Huawei Türkiye,Büyük (201-1000),Yazılım,Sözleşmeli,0,"Groovy, Objective-C, Lua, Go, Tailwind CSS, Less, Svelte, Symfony, Strapi, MongoDB, Supabase, iOS, Ionic, Swift",Groovy,Orta,Türkçe (Anadil),Zend Certified PHP Engineer,linkedin.com/in/agmur-seven-800,github.com/aseven,4,42,61,14,
4897,Tümer,Soylu,Erkek,54,tumer.soylu@gmail.com,+90(132)1566701,Ankara,Yenimahalle,Destek ve Operasyon,Ağ Operatörleri,Stajyer,Stajyer Ağ Operatörleri,0.2,Yüksek Lisans,Bilgisayar Mühendisliği,1995,1971,2025-07-16,8731,PwC Teknoloji,Büyük (201-1000),Danışmanlık,Tam Zamanlı,0,"C#, F#, CockroachDB, PostgreSQL, Cassandra, SQLite, ArgoCD, CircleCI",C#,İleri Düzey,Türkçe (Anadil),,linkedin.com/in/tumer-soylu-141,github.com/tumer.soylu,2,45,60,14,
4898,Uluğbey,Bilge,Erkek,57,ulugbeybilge@gmail.com,+90 (871) 7104599,Konya,Cumhuriyet,Yönetim ve Liderlik,Teknik Takım Lideri,Mid.,Mid. Teknik Takım Lideri,2.7,Lisans,Bilgisayar Mühendisliği,1990,1968,2025-12-11,29543,Ericsson Türkiye,Büyük (201-1000),Danışmanlık,Tam Zamanlı,0,"Perl, Scala, Clojure, MySQL, Redis, Vault, Grafana",Clojure,Anadil,Türkçe (Anadil),Lean Six Sigma Green Belt/Black Belt,linkedin.com/in/ulugbey-bilge-475,,10,60,71,16,2024-02-27
4899,Öğet,Tevetoğlu,Erkek,48,ogettevetoglu@gmail.com,0071 898 02 21,İstanbul,Ataşehir,Yapay Zeka ve Makine Öğrenmesi,Chatbot Geliştirici,Jr.,Jr. Chatbot Geliştirici,1.5,Yüksek Lisans,Bilgisayar Mühendisliği,2001,1977,2024-01-28,28981,Cybersoft,Orta (51-200),Yazılım,Tam Zamanlı,0,"Java, COBOL, Keras, NLTK, Firebase, FaunaDB, SQL Server",Java,İleri Düzey,Türkçe (Anadil),,,github.com/ogettevetoglu,3,51,50,15,2024-03-28
4900,Eraycan,Sakarya,Erkek,43,eraycan.sakarya@outlook.com,+90(960)503-4611x7341,İzmir,Çiğli,Yönetim ve Liderlik,Proje Yöneticisi,Jr.,Jr. Proje Yöneticisi,0.7,Lisans,Bilgisayar Mühendisliği,2004,1982,2025-11-26,25198,Insider,Büyük (201-1000),Danışmanlık,Tam Zamanlı,0,"Go, JavaScript, F#, TypeScript, Couchbase, CockroachDB, Sentry, Istio",F#,İleri Düzey,Türkçe (Anadil),,linkedin.com/in/eraycan-sakarya-224,,4,49,72,14,2025-02-21
4901,Nurcan,Akçay,Erkek,22,nakcay@gmail.com,0146-554 5123,Ankara,Sincan,Veri,Büyük Veri Uzmanı,Jr.,Jr. Büyük Veri Uzmanı,1.4,Yüksek Lisans,Matematik,2027,2003,2027-03-01,21642,Armut.com,Küçük (11-50),Finans/Bankacılık,Yarı Zamanlı,20,"JavaScript, Haskell, PostgreSQL, SQL Server, Firebase, NumPy, OpenCV, Databricks, SageMaker",Haskell,Orta,Türkçe (Anadil),,linkedin.com/in/nurcan-akcay-233,github.com/nurcan_akcay,6,45,48,15,
4902,Dilder,İhsanoğlu,Erkek,48,dilderi̇hsanoglu@gmail.com,(591)649 1566,İstanbul,Levent,Veri,Veri Analisti,Müdür Yardımcısı,Müdür Yardımcısı Veri Analisti,14.1,Lisans,Bilgisayar Mühendisliği,1999,1977,2019-01-13,65564,Netaş,Büyük (201-1000),Finans/Bankacılık,Tam Zamanlı,0,"Ruby, C#, Elixir, Python, CockroachDB, SQLite, MariaDB, FaunaDB, Scikit-learn, Databricks",C#,İleri,Türkçe (Anadil),"Tableau Desktop Certified Professional, IBM Data Science Professional Certificate, MongoDB Certified DBA, Databricks Certified Data Engineer",linkedin.com/in/dilder-i̇hsanoglu-842,github.com/dilderi̇hsanoglu,21,99,92,24,2024-12-23
4903,Dayar,Yıldırım,Erkek,42,dayaryildirim@gmail.com,06338648650,İstanbul,Beşiktaş,QA ve Test,Performans Test Uzmanı,Sr.,Sr. Performans Test Uzmanı,6.1,Sertifika Programı,Bilgisayar Programcılığı,2009,1983,2021-01-02,36080,BİTES,Kurumsal (1000+),Savunma Sanayi,Tam Zamanlı,0,"JavaScript, Assembly, Mockito, Cucumber, Appium, Terraform, Jenkins",Assembly,Orta,Türkçe (Anadil),"Human Factors International Certified Usability Analyst, Human Factors International Certified Usability Analyst",linkedin.com/in/dayar-yildirim-918,,18,84,64,20,2021-12-09
4904,Ayşenur,Dumanlı,Kadın,45,aysenur_dumanli@hotmail.com,0435-250 1916,İstanbul,Kadıköy,DevOps ve Altyapı,Cloud Mühendisi,Lead,Lead Cloud Mühendisi,9.9,Lisans,Yazılım Mühendisliği,2002,1980,2021-09-09,60661,Softtech,Orta (51-200),Yazılım,Tam Zamanlı,20,"Perl, Assembly, Dart, Go, Helm, Vault, FaunaDB, MongoDB, MariaDB, IBM Cloud, Tencent Cloud, Scaleway, DigitalOcean",Dart,İleri,"Türkçe (Anadil), Fransızca (Başlangıç)","Terraform Associate, Google Cloud Professional Cloud Architect",linkedin.com/in/aysenur-dumanli-882,,25,91,74,22,2020-08-16
4905,Kahir,Bilgin,Erkek,44,kbilgin@gmail.com,470 6 696,Tekirdağ,Cumhuriyet,Veri,İş Zekası Uzmanı,Lead,Lead İş Zekası Uzmanı,10.6,Lisans,Elektrik-Elektronik Mühendisliği,2003,1981,2020-11-03,46218,SDT Uzay,Orta (51-200),Savunma Sanayi,Tam Zamanlı,0,"Elixir, Kotlin, SQLite, Cassandra, MongoDB, DynamoDB, Tableau, TensorFlow, Ray, Hugging Face",Kotlin,Orta,Türkçe (Anadil),"Snowflake SnowPro Core Certification, Certified Data Management Professional (CDMP)",linkedin.com/in/kahir-bilgin-885,github.com/kahirbilgin,26,99,55,22,2020-11-14
4906,Şavki,Sezgin,Erkek,36,ssezgin@gmail.com,+90(781)341-4524x486,Ankara,Altındağ,DevOps ve Altyapı,Sistem Yöneticisi,Lead,Lead Sistem Yöneticisi,9.6,Lisans,Bilgisayar Mühendisliği,2011,1989,2024-12-18,58196,Aselsan,Büyük (201-1000),Perakende,Tam Zamanlı,0,"Perl, F#, Istio, Git, Terraform, Jenkins, MySQL, FaunaDB, PostgreSQL, Azure, Vercel",Perl,İleri,Türkçe (Anadil),"Red Hat Certified System Administrator (RHCSA), IBM Certified System Administrator",,,23,91,62,22,2024-03-28
4907,Evcimen,Öcalan,Erkek,26,eocalan@gmail.com,+90 (535) 0904351,İstanbul,Maslak,DevOps ve Altyapı,Ağ Mühendisi,Jr.,Jr. Ağ Mühendisi,1.1,Lisans,Bilgisayar Mühendisliği,2021,1999,2025-06-10,21957,BAYKAR,Kurumsal (1000+),Savunma Sanayi,Tam Zamanlı,0,"R, PHP, ArgoCD, Kubernetes, Jenkins, CircleCI, Oracle, MySQL, FaunaDB, Google Cloud, Vercel",PHP,İleri Düzey,Türkçe (Anadil),,linkedin.com/in/evcimen-ocalan-797,,8,50,45,15,
4908,İvecen,Fırat,Erkek,50,i̇vecen_firat@hotmail.com,0063-929 4651,İstanbul,Beyoğlu,Tasarım ve Kullanıcı Deneyimi,UI Tasarımcısı,Müdür Yardımcısı,Müdür Yardımcısı UI Tasarımcısı,11.2,Yüksek Lisans,Elektrik-Elektronik Mühendisliği,1999,1975,2020-01-09,54938,C2TECH,Büyük (201-1000),Savunma Sanayi,Hibrit,80,"Axure RP, Sketch, Balsamiq, Marvel, Sass/SCSS, jQuery",,İleri,Türkçe (Anadil),"Nielsen Norman Group UX Certification, Interaction Design Foundation UX Certificate, Google UX Design Certificate",linkedin.com/in/i̇vecen-firat-327,github.com/i̇vecenfirat,28,96,77,23,2021-07-12
